Zip_Code,Year,1,2,3,4,5,6,7,8,9,10,11,12
583201-นราธิวาส จ.นราธิวาส,1998,110.4,20.7,73.6,0.4,108,181.2,243,303.3,313,215.9,293.3,605
583201-นราธิวาส จ.นราธิวาส,1999,124,466.2,124.4,271,183.6,132.8,75.9,349.8,95.9,196.5,749.8,1159.3
583201-นราธิวาส จ.นราธิวาส,2000,132.7,122.8,341,186.5,61.5,166.9,145.3,68,286,121.5,1161.5,998.7
583201-นราธิวาส จ.นราธิวาส,2001,337.5,24.6,339.9,65.1,71.5,49.2,71.1,128.4,323.3,293.2,283.2,580.9
583201-นราธิวาส จ.นราธิวาส,2002,37.2,12.7,55.5,76.1,134,244.1,82.6,154.8,120,144,648.2,586
583201-นราธิวาส จ.นราธิวาส,2003,63.7,51.8,79.1,7.1,64.6,163.4,203.1,151.7,117.7,334.3,626,490.1
583201-นราธิวาส จ.นราธิวาส,2004,69.4,59.8,81,5.8,68.1,124.8,200,137.6,498.3,390.9,333.6,248.4
583201-นราธิวาส จ.นราธิวาส,2005,110.5,5.7,121,20.1,223.1,201.8,77.3,70.2,120,347.8,396.3,785.8
583201-นราธิวาส จ.นราธิวาส,2006,210.2,58.4,159.7,49.1,245.9,163,111.2,59.5,159.5,241.9,247.1,190.4
583201-นราธิวาส จ.นราธิวาส,2007,130.5,55.1,142.9,109.8,112.8,67.3,138,183.2,246,351.8,200.7,268.1
583201-นราธิวาส จ.นราธิวาส,2008,96.6,97.7,89.9,52.8,207,42.1,79.3,166.9,86.4,172.9,1124.2,1082.8
583201-นราธิวาส จ.นราธิวาส,2009,477.4,41.6,273.5,99.4,216.3,103.5,163,160.5,126.3,177.3,815.8,280.5
583201-นราธิวาส จ.นราธิวาส,2010,130.8,27.6,27,56.3,83.1,110.3,181.6,128.5,96.1,392.4,731.5,625
583201-นราธิวาส จ.นราธิวาส,2011,373.8,18.2,764.6,41.4,174.8,171.3,133.6,241.5,223,323.8,732.2,902
583201-นราธิวาส จ.นราธิวาส,2012,396.6,5.5,190.2,151,123.9,129.1,154.2,164.7,227.9,100.1,204.6,1179.1
583201-นราธิวาส จ.นราธิวาส,2013,179.1,311.9,10.8,233.8,132.2,104.7,46.7,231.8,102.2,375.5,699.4,567.5
583201-นราธิวาส จ.นราธิวาส,2014,53.2,7,67.4,5.6,172.3,138.2,84.4,99.3,155.3,294.1,707.1,593.9
583201-นราธิวาส จ.นราธิวาส,2015,62.8,9.3,8,129.4,195.9,75.2,90.4,226.5,154.5,325.9,393.6,315.7
583201-นราธิวาส จ.นราธิวาส,2016,220.1,123.9,13.5,2.8,137,271.2,87.8,132.4,97.6,224.2,208.1,1207.6
583201-นราธิวาส จ.นราธิวาส,2017,1271.4,42.3,44.2,330.8,196.3,135,273.5,401.8,164.7,206.3,1057,679.1
583201-นราธิวาส จ.นราธิวาส,2018,360.5,43.8,88,84.3,247.9,114.4,108.2,175.8,220.3,324.5,316.6,700.1
583201-นราธิวาส จ.นราธิวาส,2019,239.9,69.5,4.5,19.9,151,165,105.2,176.8,282.5,317.3,630.6,205
583201-นราธิวาส จ.นราธิวาส,2020,27.4,84.4,5,161.6,22.9,291.5,161.4,141.1,292.8,279,578.2,974.1
583201-นราธิวาส จ.นราธิวาส,2021,205.4,3.9,73.7,61.5,60.6,119.1,128.6,274.2,136.7,177.5,655.6,399.6
583201-นราธิวาส จ.นราธิวาส,2022,29.4,536.1,177.3,230.7,248.2,125.6,238.5,232.1,183,299.8,569.5,1324.6
