Zip_Code,Year,1,2,3,4,5,6,7,8,9,10,11,12
583201-นราธิวาส จ.นราธิวาส,1982,E,E,E,E,NE,NE,NE,NE,SW,NE,NE,E
583201-นราธิวาส จ.นราธิวาส,1983,E,E,E,E,E,NE,NE,SW,NE,NE,NE,E
583201-นราธิวาส จ.นราธิวาส,1984,E,E,E,E,NE,NE,NE,NE,NE,NE,NE,E
583201-นราธิวาส จ.นราธิวาส,1985,E,E,E,NE,NE,SW,NE,NE,NE,NE,NE,NE
583201-นราธิวาส จ.นราธิวาส,1986,E,E,E,E,NE,NE,NE,NE,SW,SW,NE,E
583201-นราธิวาส จ.นราธิวาส,1987,E,E,E,E,NE,SW,SW,SW,SW,SW,SW,NE
583201-นราธิวาส จ.นราธิวาส,1988,E,E,E,E,SW,SW,SW,SW,SW,SW,E,E
583201-นราธิวาส จ.นราธิวาส,1989,E,E,E,SW,SW,SW,SW,SW,SW,SW,SW,E
583201-นราธิวาส จ.นราธิวาส,1990,E,E,E,E,NE,SW,"NE,SW",SW,SW,NE,SW,E
583201-นราธิวาส จ.นราธิวาส,1991,E,E,E,NE,E,NE,SW,NE,SW,NE,NE,E
583201-นราธิวาส จ.นราธิวาส,1992,E,E,E,NE,NE,NE,NE,SW,NE,"N,SW",E,E
583201-นราธิวาส จ.นราธิวาส,1993,E,E,E,NE,NE,NE,NE,NE,NE,NE,NE,NE
583201-นราธิวาส จ.นราธิวาส,1994,E,E,E,NE,NE,NE,NE,NE,SW,NE,E,E
583201-นราธิวาส จ.นราธิวาส,1995,E,E,E,NE,NE,NE,NE,NE,NE,SW,NE,NE
583201-นราธิวาส จ.นราธิวาส,1996,E,E,E,NE,NE,NE,NE,SW,SW,NE,NE,NE
583201-นราธิวาส จ.นราธิวาส,1997,E,E,E,NE,NE,NE,NE,NE,NE,NE,NE,E
583201-นราธิวาส จ.นราธิวาส,1998,E,E,E,E,NE,NE,NE,NE,NE,NE,NE,NE
583201-นราธิวาส จ.นราธิวาส,1999,E,E,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE
583201-นราธิวาส จ.นราธิวาส,2000,E,E,E,NE,NE,NE,NE,NE,NE,"SW,W",NE,NE
583201-นราธิวาส จ.นราธิวาส,2001,E,E,NE,NE,NE,NE,NE,SW,NE,NE,NE,NE
583201-นราธิวาส จ.นราธิวาส,2002,E,E,E,NE,NE,NE,NE,NE,SW,NE,NE,E
583201-นราธิวาส จ.นราธิวาส,2003,E,E,E,NE,NE,NE,NE,SW,SW,NE,Calm,Calm
583201-นราธิวาส จ.นราธิวาส,2004,E,E,E,E,NE,SW,SW,NE,NE,NE,E,E
583201-นราธิวาส จ.นราธิวาส,2005,E,NE,E,E,NE,NE,NE,NE,Vary,NE,NE,E
583201-นราธิวาส จ.นราธิวาส,2006,E,E,E,E,SW,"NE,NE","NE,NE",SW,NE,NE,NE,NE
583201-นราธิวาส จ.นราธิวาส,2007,E,E,E,NE,NE,SW,NE,SW,SW,E,NE,E
583201-นราธิวาส จ.นราธิวาส,2008,E,E,E,"E,E",NE,NE,NE,NE,"SW,SW",NE,NE,NE
583201-นราธิวาส จ.นราธิวาส,2009,NE,NE,E,NE,NE,NE,SW,SW,"SW,SW",NE,NE,E
583201-นราธิวาส จ.นราธิวาส,2010,NE,E,NE,NE,NE,NE,SW,NE,NE,N,NE,"NE,E"
583201-นราธิวาส จ.นราธิวาส,2011,E,E,E,NE,NE,NE,"NE,NE","NE,SW",SW,"NE,E",NE,NE
583201-นราธิวาส จ.นราธิวาส,2012,NE,E,NE,NE,SW,NE,NE,"NE,NE",NE,NE,NE,NE
583201-นราธิวาส จ.นราธิวาส,2013,NE,E,NE,NE,NE,SW,SW,NE,SW,SW,NE,NE
583201-นราธิวาส จ.นราธิวาส,2014,E,NE,NE,NE,NE,"NE,NE","NE,NE",NE,SW,NE,NE,NE
583201-นราธิวาส จ.นราธิวาส,2015,E,E,E,NE,NE,NE,SW,SW,SW,SW,NE,NE
583201-นราธิวาส จ.นราธิวาส,2016,E,E,SE,E,SW,"NE,W",SW,SW,SW,SW,NE,NE
583201-นราธิวาส จ.นราธิวาส,2017,E,E,SE,SW,E,E,E,SW,SW,W,SW,E
583201-นราธิวาส จ.นราธิวาส,2018,E,Vary,E,E,E,SW,SW,E,"SW,W",E,"E,E",SW
583201-นราธิวาส จ.นราธิวาส,2019,E,E,E,E,SW,E,SW,SW,NE,"SW,W",SW,E
583201-นราธิวาส จ.นราธิวาส,2020,SE,SE,"E,SE",E,"E,SW",SW,SW,SW,"E,W",SW,"E,E",E
583201-นราธิวาส จ.นราธิวาส,2021,SE,SE,E,SW,E,W,SW,"SW,W",SW,SW,SW,"E,E"
583201-นราธิวาส จ.นราธิวาส,2022,"E,E",E,E,NE,W,E,Calm,Calm,W,W,E,E
