Zip_Code,Year,1,2,3,4,5,6,7,8,9,10,11,12
583201-นราธิวาส จ.นราธิวาส,2006,1.9,3.1,1.7,1.2,1.1,1.1,1.4,1.5,1,1.1,0.9,2.5
583201-นราธิวาส จ.นราธิวาส,2007,3.1,1.7,1.7,1.6,1.5,1.3,1.2,1.6,1.7,1.3,1.4,4
583201-นราธิวาส จ.นราธิวาส,2008,2.2,2.8,2.9,1.9,1.6,1.4,1.6,1.6,1.7,1.5,1.7,1.8
583201-นราธิวาส จ.นราธิวาส,2009,2.3,2.5,1.7,1.9,1.3,1.5,1.8,1.8,1.7,1.8,2.4,3.3
583201-นราธิวาส จ.นราธิวาส,2010,2.8,2.9,3,2.7,2.7,2,1.7,1.5,1.8,2,2.1,1.9
583201-นราธิวาส จ.นราธิวาส,2011,3.9,2.7,2.2,2.5,2.5,1.4,1.1,1.6,1.2,1.2,2.1,3
583201-นราธิวาส จ.นราธิวาส,2012,2,2.4,2,2,1.5,1.6,1.2,1.8,1.4,1.7,1.2,1.4
583201-นราธิวาส จ.นราธิวาส,2013,1.5,2.4,2.2,1.8,1.7,1.7,1.3,1.8,1.5,1.2,1.3,3
583201-นราธิวาส จ.นราธิวาส,2014,2.2,2.2,3,2.5,2.2,1.5,1.3,1.9,1.9,1.6,2.1,4.6
583201-นราธิวาส จ.นราธิวาส,2015,2.7,2.9,3.2,2.9,3.2,3,2.7,2.7,2.7,2.6,2,3.2
583201-นราธิวาส จ.นราธิวาส,2016,3.4,3.3,2.8,3.1,2.6,2.4,2.8,2.4,2.5,2.3,1.8,2.1
583201-นราธิวาส จ.นราธิวาส,2017,2.6,2.8,2.6,2.8,2.1,2.1,1.3,1.9,1.9,1.9,2.1,3.3
583201-นราธิวาส จ.นราธิวาส,2018,3.2,4.4,3.7,3.6,2.5,1.7,1.7,1.8,2.1,2.3,1.8,2
583201-นราธิวาส จ.นราธิวาส,2019,4.2,4.3,2.8,3.3,2.6,2.1,2.2,2.4,2.4,2.7,2.4,4.9
583201-นราธิวาส จ.นราธิวาส,2020,4.8,5.9,3.9,3.5,2.7,2.2,2.2,2.5,2.4,2,2,2.4
583201-นราธิวาส จ.นราธิวาส,2021,5,3.9,4.3,2.9,2.9,2.6,2.2,2.3,2.2,2.3,2,3.6
583201-นราธิวาส จ.นราธิวาส,2022,3,4,2.6,2.4,1.7,2.1,1.5,1.7,1.6,1.7,1.7,1.7
