zip_code,year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
300201,1982,0.5129533678756477,0.493421052631579,0.6000000000000002,0.6823529411764705,0.7,0.654320987654321,0.6506849315068493,0.02569765107408151,0.6830985915492958,0.6158536585365852,0.595890410958904,0.4540540540540541
300201,1983,0.4300518134715026,0.493421052631579,0.6193548387096774,0.7647058823529411,0.8187500000000001,0.6913580246913581,0.7397260273972602,0.029913671953423003,0.7605633802816902,0.646341463414634,0.5068493150684933,0.5027027027027027
300201,1984,0.528497409326425,0.6315789473684211,0.6193548387096774,0.7352941176470589,0.6937500000000001,0.6728395061728395,0.6438356164383563,0.027705280064244126,-999.0,0.6158536585365852,0.6164383561643835,0.5837837837837837
300201,1985,-999.0,-999.0,-999.0,0.7647058823529411,0.675,0.6728395061728395,0.6438356164383563,0.026902228468179076,0.7464788732394367,0.6402439024390244,0.5821917808219178,0.5675675675675674
300201,1986,0.5595854922279793,0.519736842105263,0.5548387096774193,0.7294117647058823,0.65625,0.6790123456790123,0.6438356164383563,0.028508331660309173,0.7323943661971832,0.6402439024390244,0.6232876712328768,0.5945945945945945
300201,1987,0.5854922279792747,0.46710526315789486,0.5032258064516131,0.6764705882352942,0.7625,0.7592592592592592,0.6917808219178082,0.02911062035735796,0.7605633802816902,0.701219512195122,0.7191780821917807,0.4864864864864864
300201,1988,0.5492227979274612,0.5723684210526315,0.6193548387096774,0.7411764705882352,0.71875,0.6728395061728395,0.684931506849315,0.028508331660309173,0.7746478873239437,0.6402439024390244,0.4794520547945205,0.5459459459459459
300201,1989,0.544041450777202,0.4342105263157896,0.6258064516129033,0.776470588235294,0.75,0.7222222222222223,0.6986301369863015,0.029311383256374224,0.7676056338028171,0.6402439024390244,0.595890410958904,0.4486486486486486
300201,1990,0.5129533678756477,0.4407894736842105,0.5419354838709678,0.6882352941176471,0.5687500000000001,0.6913580246913581,0.6095890410958905,0.028909857458341695,0.7746478873239437,0.6585365853658536,0.6232876712328768,0.5405405405405405
300201,1991,0.533678756476684,0.5460526315789475,0.735483870967742,0.7941176470588235,0.75,0.7098765432098764,0.678082191780822,0.02810680586227665,0.7605633802816902,0.6524390243902439,0.5821917808219178,0.5405405405405405
300201,1992,0.45595854922279794,0.37499999999999994,0.5483870967741937,0.7411764705882352,0.7375,0.7654320987654321,0.6712328767123288,0.029913671953423003,0.7887323943661971,0.6036585365853658,0.547945205479452,-999.0
300201,1993,0.49222797927461137,0.4407894736842105,0.5741935483870968,0.664705882352941,0.66875,0.7037037037037037,0.7054794520547945,0.026500702670146554,0.7323943661971832,0.6280487804878048,0.5684931506849314,0.5459459459459459
300201,1994,0.5544041450777203,0.519736842105263,0.5870967741935483,0.664705882352941,0.6312500000000001,0.6975308641975307,0.684931506849315,0.027705280064244126,0.7816901408450706,0.6280487804878048,0.5821917808219178,0.5945945945945945
300201,1995,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
300201,2006,0.544041450777202,0.5657894736842106,0.6387096774193549,0.7235294117647058,0.675,0.7654320987654321,0.7123287671232877,0.030114434852439267,0.795774647887324,0.6768292682926829,0.5136986301369862,0.518918918918919
300201,2007,0.5077720207253886,0.5460526315789475,0.5354838709677421,0.7235294117647058,0.75,0.8271604938271605,0.7397260273972602,0.03091748644850431,0.795774647887324,0.6402439024390244,0.5342465753424658,0.572972972972973
300201,2008,0.5595854922279793,0.5000000000000001,0.5806451612903227,0.7823529411764705,0.625,0.7654320987654321,0.7054794520547945,0.030315197751455532,0.823943661971831,0.7195121951219511,0.49315068493150677,0.5027027027027027
300201,2009,0.5492227979274612,0.6052631578947368,0.5806451612903227,0.7117647058823529,0.7625,0.7654320987654321,0.7534246575342465,0.03212206384260188,0.8591549295774648,0.725609756097561,0.5684931506849314,0.5297297297297296
300201,2010,0.5854922279792747,0.5460526315789475,0.6258064516129033,0.8588235294117648,0.9375,0.8641975308641974,0.7808219178082193,0.03051596065047179,0.7746478873239437,0.5914634146341463,0.4657534246575343,0.5135135135135134
300201,2011,0.5699481865284974,0.5526315789473684,0.5870967741935483,0.6470588235294118,0.7,0.8086419753086419,0.8013698630136987,0.030716723549488054,0.8450704225352114,0.6707317073170732,0.49315068493150677,0.5621621621621622
300201,2012,0.5129533678756477,0.5657894736842106,0.5548387096774193,0.6882352941176471,0.73125,0.7716049382716048,0.7808219178082193,0.029913671953423003,0.8380281690140847,0.6341463414634146,0.7054794520547945,0.5135135135135134
300201,2013,0.5025906735751297,0.5921052631578948,0.5612903225806453,0.7941176470588235,0.7749999999999999,0.8641975308641974,0.8356164383561645,0.028909857458341695,0.8661971830985916,0.6158536585365852,0.595890410958904,0.4486486486486486
300201,2014,0.4870466321243524,0.519736842105263,0.6193548387096774,0.7352941176470589,0.8187500000000001,0.8641975308641974,0.767123287671233,0.029712909054406746,0.795774647887324,0.6524390243902439,0.48630136986301375,0.5405405405405405
300201,2015,0.528497409326425,0.5263157894736842,0.5290322580645163,0.7823529411764705,0.84375,0.8271604938271605,0.8082191780821918,0.03192130094358562,0.8591549295774648,0.6707317073170732,0.6095890410958905,0.6054054054054054
300201,2016,0.533678756476684,0.493421052631579,0.6774193548387099,0.8823529411764706,0.8562500000000002,0.8086419753086419,0.8082191780821918,0.030315197751455532,0.7746478873239437,0.7195121951219511,0.595890410958904,0.572972972972973
