zip_code,year,Jan_rain,Feb_rain,Mar_rain,Apr_rain,May_rain,Jun_rain,Jul_rain,Aug_rain,Sep_rain,Oct_rain,Nov_rain,Dec_rain,Jan_temperature,Feb_temperature,Mar_temperature,Apr_temperature,May_temperature,Jun_temperature,Jul_temperature,Aug_temperature,Sep_temperature,Oct_temperature,Nov_temperature,Dec_temperature,Jan_wind_direction,Feb_wind_direction,Mar_wind_direction,Apr_wind_direction,May_wind_direction,Jun_wind_direction,Jul_wind_direction,Aug_wind_direction,Sep_wind_direction,Oct_wind_direction,Nov_wind_direction,Dec_wind_direction,Jan_windspeed,Feb_windspeed,Mar_windspeed,Apr_windspeed,May_windspeed,Jun_windspeed,Jul_windspeed,Aug_windspeed,Sep_windspeed,Oct_windspeed,Nov_windspeed,Dec_windspeed
500202,2009,-999.0,0.0014589074404279,0.0139284788805389,0.0459843525467028,0.0950548393303829,0.125741869114505,0.0437467344321474,0.0161053312173044,0.1010021922956467,0.0588282311565822,0.0084125822970007,0.0,0.6580310880829017,0.7697368421052632,0.7032258064516129,0.7470588235294118,0.7,0.8148148148148149,0.8356164383561645,0.0351335073278458,0.9225352112676056,0.7378048780487805,0.7397260273972602,0.8216216216216217,19.0,2.0,37.0,2.0,32.0,45.0,45.0,45.0,45.0,2.0,19.0,19.0,0.3367346938775509,0.1949152542372881,0.2015503875968992,0.1860465116279069,0.1607142857142856,0.1619718309859154,0.1328671328671328,0.1393442622950819,0.145631067961165,0.15625,0.3223140495867768,0.1724137931034483
500202,2010,0.013897450266181,-999.0,0.0051826898160145,0.0692958646016286,0.0247258033480854,0.0591121310437603,0.0268845295207333,0.0904014577088109,0.0674913874099592,0.2702421868755496,0.0009753718605218,0.0022583859182995,0.7927461139896373,0.8092105263157896,0.6903225806451614,0.6882352941176471,0.8125,0.845679012345679,0.910958904109589,0.0329251154386669,0.8802816901408451,0.7560975609756098,0.7671232876712327,0.7675675675675676,2.0,37.0,37.0,37.0,37.0,37.0,2.0,45.0,2.0,2.0,19.0,19.0,0.2142857142857142,0.2542372881355932,0.2093023255813953,0.1860465116279069,0.1785714285714285,0.1126760563380281,0.1048951048951049,0.1065573770491803,0.1262135922330096,0.1875,0.2809917355371901,0.2068965517241379
500202,2011,0.0,0.0,0.0679580202124902,0.0006386715631486,0.0596497979603617,0.0629105009100261,0.0684463021897116,0.0352671486510315,0.0297003862616139,0.1249300615458396,0.000304803706413,0.0023248090335436,0.756476683937824,0.7368421052631579,0.4967741935483871,0.6352941176470587,0.75,0.845679012345679,0.8424657534246575,0.0323228267416181,0.8591549295774648,0.7317073170731708,0.863013698630137,0.7567567567567567,19.0,37.0,11.0,2.0,2.0,45.0,45.0,45.0,41.0,2.0,19.0,19.0,0.2653061224489796,0.211864406779661,0.2325581395348837,0.1782945736434108,0.1428571428571428,0.1408450704225352,0.1398601398601398,0.1557377049180327,0.203883495145631,0.1979166666666666,0.256198347107438,0.296551724137931
500202,2012,0.0220229756234239,0.0009726049602852,0.0174915781290489,0.0022353504710202,0.1662497594766211,0.0128194982986468,0.0843110245570702,0.0218656321636395,0.0306399415387827,0.0765726160978339,0.093635698610095,0.0023248090335436,0.8238341968911919,0.7894736842105263,0.7096774193548389,0.7294117647058823,0.8062499999999999,0.8703703703703703,0.8287671232876712,0.0343304557317807,0.8521126760563382,0.7378048780487805,0.821917808219178,0.8702702702702704,19.0,8.0,2.0,2.0,45.0,45.0,45.0,45.0,10.0,2.0,2.0,19.0,0.2244897959183673,0.1949152542372881,0.193798449612403,0.1627906976744186,0.1607142857142856,0.1901408450704225,0.1398601398601398,0.1475409836065573,0.1553398058252427,0.1770833333333333,0.1239669421487603,0.1310344827586206
500202,2013,0.0287475483328663,-999.0,-999.0,0.0233115120549257,0.0307869924956705,0.150352140539685,0.034674393198119,0.0473755363545524,0.0445244806347217,0.2891055870833666,0.1261277737137283,-999.0,0.8082901554404146,0.8486842105263157,0.774193548387097,0.6823529411764705,0.8062499999999999,0.8086419753086419,0.8082191780821918,0.0331258783376831,0.8450704225352114,0.7317073170731708,0.7808219178082193,0.7081081081081081,19.0,2.0,38.0,37.0,37.0,41.0,41.0,41.0,42.0,2.0,19.0,26.0,0.2448979591836734,0.1694915254237288,0.2093023255813953,0.1782945736434108,0.2321428571428571,0.176056338028169,0.1328671328671328,0.1721311475409836,0.1553398058252427,0.21875,0.2314049586776859,0.2413793103448276
500202,2014,-999.0,0.0460366347868374,0.0009717543405027,-999.0,0.009717144506446,0.0201788399145366,0.0353868807295872,0.0196320460824075,0.0269339179455057,0.2072576133002957,0.0604120946110704,0.0069080039853869,0.6580310880829017,0.6578947368421053,0.6516129032258065,0.7058823529411765,0.8,0.8888888888888888,0.9315068493150686,0.034531218630797,0.8450704225352114,0.7073170731707317,0.8082191780821918,0.8108108108108107,19.0,37.0,37.0,37.0,37.0,41.0,41.0,42.0,45.0,19.0,19.0,19.0,0.2653061224489796,0.2542372881355932,0.255813953488372,0.2093023255813953,0.2053571428571428,0.1619718309859154,0.1608391608391608,0.1885245901639343,0.1844660194174757,0.1770833333333333,0.1900826446280991,0.2344827586206896
500202,2015,0.014065564583917,0.0001621008267142,0.0091344908007255,0.0542870828676353,0.0548393303829132,0.0193083801535174,0.0294019854652543,0.0490801152060189,0.0962522183944044,0.0423627208056909,0.0398683247988295,0.013351046164065,0.7150259067357514,0.6842105263157894,0.6967741935483873,0.7235294117647058,0.8062499999999999,0.8395061728395061,0.9383561643835616,0.034531218630797,0.823943661971831,0.7926829268292683,0.8561643835616437,0.7945945945945947,26.0,37.0,37.0,37.0,37.0,41.0,41.0,41.0,41.0,19.0,19.0,19.0,0.2959183673469387,0.2457627118644067,0.2713178294573643,0.2015503875968992,0.2142857142857142,0.1478873239436619,0.1748251748251748,0.1557377049180327,0.1650485436893203,0.1770833333333333,0.1570247933884297,0.193103448275862
500202,2016,0.0231997758475763,0.0003242016534284,-999.0,-999.0,0.012892053107562,0.0918730711403022,0.0385218258680473,0.0384411920296244,0.0589831924000417,0.2828710734553593,0.0154840282857839,0.001926270342079,0.6943005181347152,0.6315789473684211,0.6967741935483873,0.7941176470588235,0.84375,0.8888888888888888,0.8493150684931507,0.0349327444288295,0.9084507042253523,0.7317073170731708,0.8767123287671232,0.8594594594594595,37.0,19.0,37.0,37.0,37.0,41.0,39.0,41.0,41.0,45.0,19.0,26.0,0.3061224489795918,0.2372881355932203,0.2480620155038759,0.2790697674418604,0.2499999999999999,0.1408450704225352,0.1328671328671328,0.1803278688524589,0.1650485436893203,0.15625,0.1735537190082644,0.2689655172413793
500202,2017,0.1339871112356402,0.0074566380288539,0.0275978232702772,0.0424716589493852,0.2215701366172792,0.0423359974677534,0.041799268512801,0.0452595074354905,0.0596617601002192,0.1173367436655743,0.1861131431358205,0.0244437064098306,0.7979274611398965,0.730263157894737,0.7290322580645163,0.7,0.73125,0.845679012345679,0.8287671232876712,0.0331258783376831,0.8732394366197185,0.7560975609756098,0.726027397260274,0.7027027027027026,19.0,19.0,37.0,37.0,39.0,41.0,41.0,41.0,37.0,20.0,26.0,19.0,0.3163265306122448,0.211864406779661,0.2325581395348837,0.1860465116279069,0.1696428571428571,0.1619718309859154,0.1258741258741258,0.1721311475409836,0.2135922330097087,0.1979166666666666,0.256198347107438,0.2758620689655172
500202,2018,0.0110395068646679,0.0711622629275409,0.0211194610002591,0.3222098036084944,0.0701366172791995,0.061723510326818,0.0280245095710825,0.038029741962029,0.0743292619271322,0.2841499480457198,0.0989392831016825,0.0745267353038857,0.7823834196891193,0.6842105263157894,0.7290322580645163,0.6117647058823529,0.7,0.7962962962962963,0.8493150684931507,0.0327243525396506,0.8943661971830986,0.7317073170731708,0.7945205479452055,0.908108108108108,19.0,41.0,37.0,37.0,37.0,41.0,41.0,41.0,41.0,19.0,19.0,19.0,0.2653061224489796,0.2203389830508474,0.2403100775193798,0.2170542635658914,0.1875,0.1830985915492957,0.1748251748251748,0.2131147540983606,0.2135922330097087,0.2291666666666666,0.1900826446280991,0.1862068965517241
500202,2019,0.0065004202857943,0.0,0.0108188649909302,-999.0,0.097941119876852,0.0563424863496082,0.0250795611076806,0.0556045377064597,0.0851863451299718,0.0892814323395412,0.0058522311631309,0.0005978080371969,0.7979274611398965,0.8421052631578948,0.7032258064516129,0.7529411764705881,0.825,0.845679012345679,0.863013698630137,0.0327243525396506,0.8521126760563382,0.725609756097561,0.7876712328767123,0.7837837837837837,19.0,37.0,37.0,37.0,37.0,41.0,41.0,41.0,41.0,19.0,19.0,19.0,0.2346938775510203,0.2372881355932203,0.2325581395348837,0.2403100775193798,0.1964285714285714,0.1619718309859154,0.1678321678321678,0.1885245901639343,0.1941747572815534,0.1979166666666666,0.1570247933884297,0.1517241379310345
500202,2020,0.000224152423648,0.020262603339277,-999.0,0.0405556442599393,0.016066961708678,0.1296193716863179,0.0312069538783071,0.0209251748662787,0.0664474371019939,0.3430581088641995,0.009936600829066,-999.0,0.8290155440414508,0.8486842105263157,0.7548387096774195,0.6705882352941176,0.84375,0.8271604938271605,0.8767123287671232,0.0343304557317807,0.9295774647887324,0.701219512195122,0.7602739726027398,0.8108108108108107,37.0,37.0,37.0,37.0,37.0,41.0,37.0,42.0,37.0,26.0,19.0,19.0,0.183673469387755,0.1864406779661016,0.2170542635658914,0.2248062015503875,0.2142857142857142,0.1267605633802816,0.1328671328671328,0.1639344262295081,0.1650485436893203,0.15625,0.1983471074380165,0.1862068965517241
500202,2021,-999.0,0.0692170530069703,0.0034335320031096,0.0649848315503752,0.0994804695016355,0.0595869272770435,0.080036099368261,0.0630694175042614,0.0940077252322789,0.1345216209735433,0.0886978785662033,-999.0,0.6994818652849741,0.7236842105263158,0.7096774193548389,0.6823529411764705,0.78125,0.8765432098765432,0.8493150684931507,0.0333266412366994,0.8098591549295775,0.7195121951219511,0.815068493150685,0.7783783783783784,19.0,37.0,37.0,37.0,37.0,41.0,41.0,41.0,43.0,26.0,19.0,26.0,0.2142857142857142,0.1610169491525423,0.2093023255813953,0.1627906976744186,0.1964285714285714,0.1408450704225352,0.1468531468531468,0.1803278688524589,0.1650485436893203,0.1979166666666666,0.1818181818181818,0.1793103448275862
500202,2022,0.0110955449705799,0.2797860269087372,0.0215081627364602,0.0515727287242535,0.2689051375793727,0.0279338450581625,0.0330119222913599,0.0406747781108563,0.020931203674705,0.2577731596195348,0.0750426725188978,-999.0,0.8082901554404146,0.8289473684210528,0.6967741935483873,0.6117647058823529,0.7,0.845679012345679,0.815068493150685,0.0327243525396506,0.8732394366197185,0.6890243902439023,0.7602739726027398,0.7567567567567567,19.0,37.0,37.0,37.0,41.0,37.0,1.0,1.0,37.0,19.0,26.0,19.0,0.2040816326530612,0.1694915254237288,0.1782945736434108,0.193798449612403,0.1785714285714285,0.1338028169014084,-999.0,0.1721311475409836,0.1844660194174757,0.21875,0.1570247933884297,0.2137931034482758
500301,1982,-999.0,0.0552763819095477,0.0512438455558434,0.1226249401245409,0.1347893015201078,0.0560259555274194,0.0630313969505533,0.0588961382472227,0.0583046246998642,0.1360402845495963,0.0703486954401365,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
500301,1983,0.0025217147660409,-999.0,0.0217025136045607,0.0183618074405237,0.0646526842409082,0.0294373664635593,0.0674013204768916,0.1241403632516311,0.1397849462365591,0.1193349852130125,0.1458790538892952,0.0319495184324144,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
